bwv,c,p,t,d
873,3,51,32448,96
873,1,75,32544,480
873,3,54,32544,96
873,2,64,32640,96
873,3,49,32640,96
873,2,66,32736,96
873,3,51,32736,96
873,2,68,32832,384
873,3,52,32832,96
873,3,54,32928,96
873,1,73,33024,96
873,3,52,33024,96
873,1,72,33120,192
873,3,56,33120,96
873,2,66,33216,96
873,3,51,33216,96
873,1,71,33312,96
873,2,68,33312,96
873,3,53,33312,96
873,1,70,33408,192
873,2,61,33408,96
873,3,54,33408,864
873,2,60,33504,96
873,1,69,33600,96
873,2,61,33600,96
873,1,78,33696,96
873,2,63,33696,96
873,1,76,33792,96
873,2,61,33792,96
873,1,78,33888,96
873,2,63,33888,96
873,1,72,33984,96
873,2,56,33984,96
873,1,73,34080,96
873,2,58,34080,96
873,1,75,34176,96
873,2,60,34176,96
873,1,68,34272,288
873,2,61,34272,96
873,3,52,34272,288
873,2,63,34368,96
873,2,64,34464,96
873,1,70,34560,288
873,2,66,34560,96
873,3,51,34560,288
873,2,64,34656,96
873,2,66,34752,96
873,1,72,34848,288
873,2,63,34848,96
873,3,56,34848,288
873,2,68,34944,96
873,2,66,35040,96
873,1,73,35136,288
873,2,64,35136,96
873,3,49,35136,288
873,2,63,35232,96
873,2,64,35328,96
873,1,69,35424,576
873,2,61,35424,96
873,3,54,35424,288
873,2,66,35520,96
873,2,64,35616,96
873,2,63,35712,96
873,3,47,35712,288
873,2,61,35808,96
873,2,63,35904,96
873,1,68,36000,576
873,2,59,36000,96
873,3,52,36000,288
873,2,64,36096,96
873,2,63,36192,96
873,2,61,36288,96
873,3,45,36288,576
873,2,63,36384,96
873,2,64,36480,96
873,1,66,36576,288
873,2,63,36576,96
873,2,64,36672,96
873,2,61,36768,96
873,1,68,36864,96
873,2,60,36864,288
873,3,44,36864,288
873,1,63,36960,96
873,1,68,37056,192
873,2,61,37152,288
873,3,46,37152,288
873,1,66,37248,96
873,1,64,37344,96
873,1,63,37440,96
873,2,63,37440,288
873,3,48,37440,288
873,1,66,37536,96
873,1,69,37632,192
873,2,60,37728,288
873,3,44,37728,288
873,1,68,37824,96
873,1,66,37920,96
873,1,64,38016,288
873,2,61,38016,96
873,3,49,38016,288
873,2,56,38112,96
873,2,61,38208,192
873,1,66,38304,288
873,3,51,38304,288
873,2,59,38400,96
873,2,57,38496,96
873,1,68,38592,192
873,2,56,38592,96
873,3,52,38592,288
873,2,59,38688,96
873,2,62,38784,192
873,3,53,38880,288
873,2,61,38976,96
873,2,59,39072,96
873,1,78,39168,576
873,2,57,39168,96
873,3,54,39168,288
873,2,59,39264,96
873,2,61,39360,192
873,3,50,39456,288
873,2,54,39552,96
873,2,59,39648,192
873,1,77,39744,288
873,3,49,39744,288
873,2,58,39840,96
873,2,56,39936,96
873,1,76,40032,288
873,2,58,40032,288
873,3,54,40032,96
873,3,52,40128,96
873,3,54,40224,96
873,1,75,40320,288
873,2,59,40320,288
873,3,47,40320,96
873,3,56,40416,96
873,3,54,40512,96
873,1,80,40608,288
873,2,71,40608,288
873,3,53,40608,96
873,3,51,40704,96
873,3,53,40800,96
873,1,73,40896,288
873,2,70,40896,288
873,3,51,40896,96
873,3,56,40992,96
873,3,52,41088,96
873,1,78,41184,576
873,2,69,41184,288
873,3,51,41184,96
873,3,52,41280,96
873,3,49,41376,96
873,2,68,41472,288
873,3,48,41472,96
873,3,49,41568,96
873,3,51,41664,96
873,1,76,41760,288
873,2,73,41760,384
873,3,52,41760,96
873,3,51,41856,96
873,3,49,41952,96
873,1,75,42048,288
873,3,56,42048,192
873,2,71,42144,96
873,2,70,42240,96
873,3,51,42240,96
873,1,76,42336,576
873,2,71,42336,96
873,3,56,42336,288
873,2,73,42432,96
873,2,71,42528,96
873,2,70,42624,96
873,3,55,42624,288
873,2,71,42720,96
873,2,73,42816,96
873,1,75,42912,384
873,2,71,42912,96
873,3,54,42912,288
873,2,73,43008,96
873,2,70,43104,96
873,2,68,43200,576
873,3,53,43200,288
873,1,73,43296,96
873,1,71,43392,96
873,1,73,43488,96
873,3,58,43488,288
873,1,75,43584,96
873,1,76,43680,192
873,2,67,43776,288
873,3,51,43776,384
873,1,75,43872,96
873,1,73,43968,96
873,1,71,44064,96
873,2,68,44064,576
873,1,73,44160,96
873,3,52,44160,96
873,1,71,44256,96
873,3,51,44256,96
873,1,70,44352,288
873,3,49,44352,96
873,3,47,44448,96
873,3,49,44544,96
873,2,67,44640,288
873,3,46,44640,96
873,3,51,44736,96
873,3,49,44832,96
873,1,75,44928,96
873,2,68,44928,864
873,3,47,44928,96
873,1,73,45024,96
873,3,46,45024,96
873,1,75,45120,96
873,3,47,45120,96
873,1,71,45216,96
873,3,44,45216,96
873,1,76,45312,96
873,3,49,45312,96
873,1,75,45408,96
873,3,47,45408,96
873,1,73,45504,96
873,3,46,45504,288
873,1,71,45600,96
873,1,73,45696,96
873,1,70,45792,96
873,2,66,45792,576
873,3,51,45792,288
873,1,75,45888,96
873,1,73,45984,96
873,1,72,46080,96
873,3,44,46080,288
873,1,70,46176,96
873,1,68,46272,96
873,1,73,46368,576
873,2,64,46368,96
873,2,63,46464,96
873,2,61,46560,96
873,2,63,46656,576
873,3,56,46656,96
873,3,54,46752,96
873,3,56,46848,96
873,1,71,46944,576
873,3,51,46944,96
873,3,56,47040,96
873,3,54,47136,96
873,2,61,47232,576
873,3,53,47232,96
873,3,51,47328,96
873,3,49,47424,96
873,1,69,47520,96
873,3,54,47520,576
873,1,68,47616,96
873,1,66,47712,96
873,1,68,47808,576
873,2,59,47808,96
873,2,57,47904,96
873,2,59,48000,96
873,2,56,48096,96
873,3,52,48096,576
873,2,61,48192,96
873,2,59,48288,96
873,1,66,48384,576
873,2,58,48384,96
873,2,56,48480,96
873,2,54,48576,96
873,2,59,48672,576
873,3,51,48672,96
873,3,49,48768,96
873,3,47,48864,96
873,1,64,48960,96
873,3,49,48960,288
873,1,63,49056,96
873,1,64,49152,96
873,1,61,49248,96
873,2,58,49248,288
873,3,54,49248,288
873,1,66,49344,96
873,1,64,49440,96
873,1,63,49536,96
873,2,59,49536,288
873,3,47,49536,288
873,1,66,49632,96
873,1,71,49728,192
873,2,61,49824,288
873,1,69,49920,96
873,1,68,50016,96
873,3,59,50016,96
873,1,66,50112,96
873,2,63,50112,288
873,3,57,50112,288
873,1,77,50208,96
873,1,78,50304,96
873,1,80,50400,96
873,2,65,50400,288
873,3,56,50400,288
873,1,73,50496,96
873,1,71,50592,96
873,1,69,50688,288
873,2,66,50688,96
873,3,54,50688,288
873,2,61,50784,96
873,2,66,50880,192
873,3,56,50976,288
873,2,64,51072,96
873,1,78,51168,96
873,2,62,51168,96
873,1,76,51264,288
873,2,61,51264,96
873,3,58,51264,288
873,2,72,51360,96
873,2,73,51456,96
873,1,75,51552,384
873,2,75,51552,96
873,3,60,51552,288
873,2,68,51648,96
873,2,66,51744,96
873,2,64,51840,192
873,3,61,51840,192
873,1,73,51936,96
873,1,75,52032,96
873,2,56,52032,96
873,1,76,52128,96
873,2,61,52128,384
873,1,69,52224,96
873,1,68,52320,96
873,3,49,52320,96
873,1,66,52416,96
873,3,51,52416,288
873,1,75,52512,96
873,2,59,52512,96
873,1,76,52608,96
873,2,61,52608,96
873,1,78,52704,96
873,2,63,52704,96
873,1,71,52800,96
873,2,64,52800,96
873,1,69,52896,96
873,2,66,52896,96
873,3,63,52896,96
873,1,68,52992,96
873,2,64,52992,96
873,3,64,52992,96
873,1,80,53088,96
873,3,52,53088,96
873,1,81,53184,96
873,3,54,53184,96
873,1,83,53280,96
873,3,56,53280,96
873,1,76,53376,96
873,3,54,53376,96
873,1,74,53472,96
873,3,56,53472,96
873,1,73,53568,672
873,3,57,53568,96
873,2,65,53664,96
873,3,56,53664,96
873,2,66,53760,96
873,3,54,53760,96
873,2,68,53856,96
873,3,53,53856,96
873,2,61,53952,96
873,3,51,53952,96
873,2,59,54048,96
873,3,53,54048,96
873,2,57,54144,192
873,3,54,54144,576
873,1,72,54240,96
873,1,73,54336,96
873,2,69,54336,52
873,2,61,54388,43
873,1,75,54432,96
873,2,60,54432,288
873,1,73,54528,96
873,1,75,54624,96
873,1,68,54720,96
873,2,61,54720,864
873,3,53,54720,288
873,1,70,54816,96
873,1,72,54912,96
873,1,73,55008,96
873,3,52,55008,288
873,1,75,55104,96
873,1,76,55200,96
873,1,78,55296,96
873,3,51,55296,288
873,1,76,55392,96
873,1,78,55488,96
873,1,75,55584,96
873,2,60,55584,288
873,3,56,55584,288
873,1,80,55680,96
873,1,78,55776,96
873,1,76,55872,288
873,2,61,55872,96
873,3,49,55872,288
873,2,64,55968,96
873,2,69,56064,192
873,1,75,56160,288
873,3,47,56160,288
873,2,67,56256,96
873,2,68,56352,192
873,1,73,56448,384
873,3,45,56448,288
873,2,66,56544,96
873,2,65,56640,96
873,2,66,56736,384
873,1,73,56832,96
873,1,76,56928,96
873,3,46,56928,96
873,1,75,57024,288
873,3,47,57024,288
873,2,63,57120,96
873,2,68,57216,192
873,1,73,57312,288
873,3,45,57312,288
873,2,65,57408,96
873,2,66,57504,192
873,1,71,57600,384
873,3,44,57600,288
873,2,64,57696,96
873,2,63,57792,96
873,2,64,57888,576
873,1,71,57984,96
873,1,74,58080,96
873,3,56,58080,96
873,1,73,58176,96
873,3,57,58176,96
873,1,71,58272,96
873,3,56,58272,96
873,1,73,58368,96
873,3,57,58368,96
873,1,66,58464,96
873,2,63,58464,288
873,3,59,58464,96
873,1,71,58560,96
873,3,57,58560,96
873,1,69,58656,96
873,3,59,58656,96
873,1,68,58752,96
873,2,62,58752,288
873,3,52,58752,288
873,1,66,58848,96
873,1,68,58944,96
873,1,64,59040,96
873,2,61,59040,288
873,3,57,59040,288
873,1,69,59136,96
873,1,68,59232,96
873,1,66,59328,96
873,2,60,59328,288
873,3,51,59328,288
873,1,64,59424,96
873,1,66,59520,96
873,1,68,59616,96
873,2,59,59616,288
873,3,52,59616,288
873,1,66,59712,96
873,1,68,59808,96
873,1,69,59904,864
873,2,61,59904,96
873,3,45,59904,96
873,2,62,60000,96
873,3,47,60000,96
873,2,61,60096,96
873,3,49,60096,96
873,2,59,60192,96
873,3,50,60192,96
873,2,61,60288,96
873,3,52,60288,96
873,2,59,60384,96
873,3,50,60384,96
873,2,64,60480,96
873,3,49,60480,96
873,2,62,60576,96
873,3,47,60576,96
873,2,61,60672,96
873,3,45,60672,96
873,1,68,60768,288
873,2,59,60768,96
873,3,52,60768,576
873,2,57,60864,96
873,2,56,60960,96
873,1,69,61056,96
873,2,54,61056,96
873,1,73,61152,96
873,2,57,61152,96
873,1,71,61248,96
873,2,56,61248,96
873,1,73,61344,96
873,2,57,61344,96
873,3,51,61344,288
873,1,71,61440,96
873,2,52,61440,96
873,1,69,61536,96
873,2,54,61536,96
873,1,71,61632,96
873,2,56,61632,96
873,3,50,61632,288
873,1,65,61728,96
873,2,57,61728,96
873,1,66,61824,96
873,2,56,61824,96
873,1,65,61920,192
873,2,59,61920,96
873,3,49,61920,384
873,2,54,62016,96
873,2,56,62112,96
873,1,73,62208,576
873,2,57,62208,288
873,3,48,62304,96
873,3,49,62400,96
873,2,69,62496,384
873,3,51,62496,96
873,3,49,62592,96
873,3,51,62688,96
873,1,72,62784,288
873,3,44,62784,96
873,2,68,62880,96
873,3,46,62880,96
873,2,66,62976,96
873,3,48,62976,96
873,1,71,63072,288
873,2,65,63072,96
873,3,49,63072,96
873,2,66,63168,96
873,3,51,63168,96
873,2,68,63264,96
873,3,53,63264,96
873,1,70,63360,288
873,2,61,63360,288
873,3,54,63360,96
873,3,52,63456,96
873,3,54,63552,96
873,1,75,63648,288
873,2,60,63648,288
873,3,51,63648,96
873,3,56,63744,96
873,3,54,63840,96
873,1,68,63936,288
873,2,68,63936,96
873,3,52,63936,96
873,2,66,64032,96
873,3,51,64032,96
873,2,68,64128,96
873,3,52,64128,96
873,1,73,64224,576
873,2,64,64224,96
873,3,49,64224,96
873,2,69,64320,96
873,3,54,64320,96
873,2,68,64416,96
873,3,52,64416,96
873,2,66,64512,96
873,3,51,64512,288
873,2,64,64608,96
873,2,66,64704,96
873,1,72,64800,288
873,2,63,64800,96
873,3,56,64800,288
873,2,68,64896,96
873,2,66,64992,96
873,1,73,65088,192
873,2,64,65088,96
873,3,49,65088,288
873,2,63,65184,96
873,2,64,65280,96
873,1,69,65376,96
873,2,61,65376,96
873,3,54,65376,288
873,1,68,65472,96
873,2,66,65472,96
873,1,69,65568,96
873,2,64,65568,96
873,1,66,65664,96
873,2,63,65664,96
873,3,59,65664,288
873,1,71,65760,96
873,2,61,65760,96
873,1,69,65856,96
873,2,63,65856,96
873,1,68,65952,96
873,2,59,65952,96
873,3,52,65952,288
873,1,66,66048,96
873,2,64,66048,96
873,1,68,66144,96
873,2,63,66144,96
873,1,64,66240,96
873,2,61,66240,384
873,3,57,66240,288
873,1,69,66336,96
873,1,68,66432,96
873,1,66,66528,384
873,3,51,66528,288
873,2,60,66624,96
873,2,58,66720,96
873,2,60,66816,288
873,3,56,66816,1920
873,1,64,66912,96
873,1,63,67008,96
873,1,64,67104,96
873,2,61,67104,288
873,1,68,67200,96
873,1,73,67296,192
873,2,63,67392,288
873,1,72,67488,96
873,1,70,67584,96
873,1,72,67680,96
873,2,66,67680,288
873,1,75,67776,96
873,1,80,67872,192
873,2,64,67968,96
873,1,78,68064,96
873,2,63,68064,96
873,1,76,68160,96
873,2,61,68160,96
873,1,75,68256,96
873,2,67,68256,288
873,1,76,68352,96
873,1,73,68448,96
873,1,72,68544,96
873,2,68,68544,192
873,1,73,68640,96
873,1,75,68736,96
873,3,54,68736,96
873,1,68,68832,96
873,3,52,68832,192
873,1,80,68928,96
873,1,78,69024,96
873,3,51,69024,96
873,1,76,69120,96
873,2,56,69120,96
873,3,49,69120,576
873,1,75,69216,96
873,2,55,69216,96
873,1,76,69312,96
873,2,56,69312,96
873,1,67,69408,288
873,2,58,69408,96
873,2,56,69504,96
873,2,58,69600,96
873,1,68,69696,864
873,2,51,69696,96
873,3,48,69696,288
873,2,53,69792,96
873,2,55,69888,96
873,2,56,69984,96
873,3,47,69984,288
873,2,58,70080,96
873,2,59,70176,96
873,2,61,70272,96
873,3,46,70272,288
873,2,59,70368,96
873,2,61,70464,96
873,1,66,70560,384
873,2,58,70560,96
873,3,51,70560,288
873,2,63,70656,96
873,2,61,70752,96
873,2,60,70848,288
873,3,44,70848,192
873,1,64,70944,96
873,1,66,71040,96
873,1,63,71136,96
873,2,59,71136,384
873,3,56,71136,96
873,1,68,71232,96
873,3,54,71232,96
873,1,66,71328,96
873,3,56,71328,96
873,1,65,71424,288
873,3,49,71424,192
873,2,58,71520,96
873,2,59,71616,96
873,1,64,71712,384
873,2,56,71712,96
873,3,49,71712,96
873,2,61,71808,96
873,3,47,71808,96
873,2,59,71904,96
873,3,49,71904,96
873,2,58,72000,288
873,3,42,72000,192
873,1,63,72096,96
873,1,64,72192,96
873,1,61,72288,96
873,2,57,72288,576
873,3,54,72288,96
873,1,66,72384,96
873,3,52,72384,96
873,1,64,72480,96
873,3,54,72480,96
873,1,63,72576,96
873,3,47,72576,960
873,1,61,72672,96
873,1,59,72768,96
873,1,64,72864,384
873,2,56,72864,96
873,2,54,72960,96
873,2,52,73056,96
873,2,54,73152,96
873,1,63,73248,96
873,2,56,73248,96
873,1,61,73344,96
873,2,58,73344,96
873,1,63,73440,96
873,2,59,73440,384
873,1,65,73536,96
873,3,49,73536,96
873,1,66,73632,96
873,3,50,73632,96
873,1,68,73728,672
873,3,41,73728,288
873,2,61,73824,96
873,2,62,73920,96
873,2,61,74016,96
873,3,53,74016,288
873,2,62,74112,96
873,2,59,74208,96
873,2,57,74304,192
873,3,54,74304,192
873,1,66,74400,96
873,1,65,74496,96
873,3,56,74496,96
873,1,66,74592,96
873,3,57,74592,480
873,1,69,74688,96
873,1,73,74784,96
873,1,78,74880,576
873,2,61,74880,96
873,2,60,74976,96
873,2,61,75072,96
873,3,56,75072,96
873,2,63,75168,96
873,3,54,75168,288
873,2,61,75264,96
873,2,63,75360,96
873,1,77,75456,288
873,2,56,75456,96
873,3,56,75456,1248
873,2,58,75552,96
873,2,60,75648,96
873,1,76,75744,288
873,2,61,75744,96
873,2,63,75840,96
873,2,64,75936,96
873,1,75,76032,288
873,2,66,76032,96
873,2,64,76128,96
873,2,66,76224,96
873,1,80,76320,288
873,2,63,76320,96
873,2,68,76416,96
873,2,66,76512,96
873,1,73,76608,672
873,2,64,76608,96
873,2,63,76704,96
873,3,54,76704,96
873,2,64,76800,96
873,3,56,76800,96
873,2,61,76896,96
873,3,57,76896,96
873,2,69,76992,96
873,3,56,76992,96
873,2,68,77088,96
873,3,57,77088,96
873,2,66,77184,576
873,3,51,77184,96
873,1,72,77280,96
873,3,52,77280,96
873,1,70,77376,96
873,3,54,77376,96
873,1,72,77472,96
873,3,56,77472,96
873,1,70,77568,96
873,3,58,77568,96
873,1,68,77664,96
873,3,60,77664,96
873,1,80,77760,288
873,2,65,77760,288
873,3,61,77760,96
873,3,60,77856,96
873,3,61,77952,96
873,1,79,78048,288
873,2,64,78048,288
873,3,58,78048,96
873,3,63,78144,96
873,3,61,78240,96
873,1,78,78336,288
873,2,63,78336,288
873,3,60,78336,96
873,3,58,78432,96
873,3,60,78528,96
873,1,77,78624,288
873,2,68,78624,288
873,3,56,78624,96
873,3,61,78720,96
873,3,59,78816,96
873,1,76,78912,288
873,2,61,78912,288
873,3,57,78912,96
873,3,56,79008,96
873,3,57,79104,96
873,1,75,79200,192
873,2,66,79200,576
873,3,48,79200,96
873,3,49,79296,96
873,1,73,79392,96
873,3,51,79392,96
873,1,72,79488,192
873,3,52,79488,96
873,3,51,79584,96
873,1,68,79680,96
873,3,52,79680,96
873,1,73,79776,576
873,2,64,79776,192
873,3,43,79776,96
873,3,44,79872,96
873,2,63,79968,96
873,3,46,79968,96
873,2,64,80064,96
873,3,44,80064,576
873,2,69,80160,96
873,2,68,80256,96
873,1,72,80352,288
873,2,63,80352,96
873,2,64,80448,96
873,2,63,80544,96
873,1,73,80640,288
873,2,65,80640,288
873,3,37,80640,288
874,3,62,192,192
874,3,62,384,192
874,3,62,576,192
874,3,55,768,384
874,3,59,1152,576
874,3,52,1728,192
874,3,57,1920,192
874,3,55,2112,192
874,3,54,2304,384
874,2,69,2496,192
874,2,69,2688,192
874,3,50,2688,384
874,2,69,2880,192
874,2,62,3072,384
874,3,54,3264,192
874,2,66,3456,576
874,3,59,3456,192
874,3,57,3648,192
874,3,56,3840,768
874,2,59,4032,192
874,2,64,4224,192
874,2,62,4416,192
874,2,61,4608,192
874,3,57,4608,384
874,2,64,4800,192
874,2,69,4992,192
874,3,61,4992,384
874,2,67,5184,192
874,2,66,5376,384
874,3,57,5568,192
874,2,69,5760,576
874,3,62,5760,192
874,3,61,5952,192
874,3,59,6144,768
874,1,74,6336,192
874,2,62,6336,192
874,1,74,6528,192
874,2,67,6528,192
874,1,74,6720,192
874,2,66,6720,192
874,1,67,6912,384
874,2,64,6912,192
874,2,66,7104,192
874,3,59,7104,192
874,1,71,7296,576
874,2,67,7296,768
874,3,64,7296,192
874,3,62,7488,192
874,3,61,7680,768
874,1,64,7872,192
874,4,57,7872,192
874,1,69,8064,192
874,2,66,8064,192
874,4,57,8064,192
874,1,67,8256,192
874,2,64,8256,192
874,4,57,8256,192
874,1,66,8448,768
874,2,62,8448,384
874,4,50,8448,384
874,3,57,8640,192
874,3,62,8832,192
874,4,54,8832,576
874,3,61,9024,192
874,1,68,9216,768
874,3,59,9216,768
874,4,47,9408,192
874,4,52,9600,192
874,2,59,9792,192
874,4,50,9792,192
874,1,69,9984,384
874,2,64,9984,192
874,4,49,9984,192
874,2,62,10176,192
874,3,52,10176,192
874,4,47,10176,192
874,2,61,10368,768
874,3,57,10368,192
874,4,45,10368,384
874,1,64,10560,192
874,3,55,10560,192
874,1,69,10752,192
874,3,54,10752,192
874,1,67,10944,192
874,3,52,10944,192
874,4,45,10944,192
874,1,66,11136,768
874,3,50,11136,384
874,4,50,11136,192
874,2,57,11328,192
874,4,49,11328,192
874,2,62,11520,192
874,4,47,11520,192
874,2,61,11712,192
874,3,50,11712,192
874,4,45,11712,192
874,1,64,11904,192
874,2,59,11904,384
874,3,55,11904,192
874,4,43,11904,576
874,1,62,12096,192
874,3,54,12096,192
874,1,61,12288,384
874,2,57,12288,384
874,3,52,12288,384
874,4,42,12480,192
874,1,62,12672,576
874,2,56,12672,192
874,3,50,12672,192
874,4,47,12672,192
874,2,54,12864,192
874,3,49,12864,192
874,4,45,12864,192
874,2,52,13056,768
874,3,47,13056,768
874,4,44,13056,768
874,1,71,13248,96
874,1,69,13344,96
874,1,71,13440,192
874,1,62,13632,192
874,1,61,13824,384
874,3,52,13824,960
874,4,45,13824,384
874,2,64,14016,192
874,2,64,14208,192
874,4,43,14208,384
874,2,64,14400,192
874,2,57,14592,384
874,4,42,14592,768
874,1,64,14784,192
874,3,55,14784,192
874,1,69,14976,192
874,2,60,14976,576
874,3,54,14976,192
874,1,67,15168,192
874,3,52,15168,192
874,1,66,15360,768
874,3,51,15360,768
874,4,47,15360,2688
874,2,54,15552,192
874,2,59,15744,192
874,2,57,15936,192
874,2,55,16128,192
874,3,52,16128,192
874,1,71,16320,192
874,2,59,16320,192
874,3,50,16320,192
874,1,71,16512,192
874,2,64,16512,192
874,3,55,16512,768
874,1,71,16704,192
874,2,62,16704,192
874,1,64,16896,384
874,2,61,16896,192
874,2,59,17088,192
874,1,67,17280,576
874,2,58,17280,192
874,3,49,17280,192
874,2,59,17472,192
874,3,50,17472,192
874,2,61,17664,192
874,3,52,17664,192
874,1,61,17856,192
874,2,64,17856,192
874,3,55,17856,192
874,1,66,18048,192
874,2,62,18048,192
874,3,54,18048,576
874,4,46,18048,384
874,1,64,18240,192
874,2,61,18240,192
874,1,62,18432,192
874,2,59,18432,384
874,4,47,18432,384
874,1,66,18624,192
874,3,57,18624,192
874,1,71,18816,192
874,3,56,18816,192
874,1,69,19008,192
874,3,54,19008,192
874,1,68,19200,192
874,3,52,19200,960
874,1,71,19392,192
874,4,50,19392,192
874,1,76,19584,192
874,4,49,19584,192
874,1,74,19776,192
874,4,47,19776,192
874,1,73,19968,384
874,4,45,19968,384
874,2,69,20160,192
874,3,52,20160,192
874,2,69,20352,192
874,3,57,20352,192
874,2,69,20544,192
874,3,55,20544,192
874,4,45,20544,192
874,2,62,20736,384
874,3,54,20736,192
874,4,47,20736,384
874,1,74,20928,192
874,3,52,20928,192
874,1,74,21120,192
874,2,66,21120,576
874,3,50,21120,384
874,1,74,21312,192
874,4,47,21312,192
874,1,67,21504,384
874,3,52,21504,192
874,4,40,21504,384
874,2,59,21696,192
874,3,54,21696,192
874,1,71,21888,576
874,2,64,21888,192
874,3,55,21888,576
874,2,62,22080,192
874,4,52,22080,192
874,2,61,22272,768
874,4,45,22272,384
874,1,64,22464,192
874,3,55,22464,192
874,1,69,22656,192
874,3,54,22656,192
874,1,67,22848,192
874,3,52,22848,192
874,4,45,22848,192
874,1,66,23040,384
874,3,50,23040,384
874,4,38,23040,384
874,2,57,23232,192
874,2,62,23424,192
874,1,69,23616,192
874,2,60,23616,192
874,1,74,23808,192
874,2,59,23808,192
874,1,72,24000,192
874,2,62,24000,192
874,1,71,24192,192
874,2,67,24192,192
874,1,74,24384,192
874,2,66,24384,192
874,1,79,24576,384
874,2,64,24576,192
874,2,62,24768,192
874,3,52,24768,192
874,1,78,24960,192
874,2,61,24960,384
874,3,57,24960,192
874,1,76,25152,192
874,3,55,25152,192
874,1,81,25344,192
874,2,62,25344,192
874,3,54,25344,192
874,1,79,25536,192
874,2,64,25536,192
874,3,57,25536,192
874,1,78,25728,192
874,2,66,25728,768
874,3,62,25728,192
874,1,76,25920,192
874,3,61,25920,192
874,1,74,26112,384
874,3,59,26112,384
874,4,47,26304,192
874,1,73,26496,192
874,2,68,26496,768
874,4,52,26496,192
874,1,71,26688,192
874,4,50,26688,192
874,1,76,26880,192
874,4,49,26880,192
874,1,74,27072,192
874,3,59,27072,192
874,4,52,27072,192
874,1,73,27264,192
874,2,69,27264,192
874,3,61,27264,576
874,4,57,27264,192
874,1,71,27456,192
874,2,64,27456,192
874,4,56,27456,192
874,1,69,27648,192
874,2,69,27648,192
874,4,54,27648,192
874,1,73,27840,192
874,2,68,27840,192
874,3,57,27840,192
874,4,52,27840,192
874,1,71,28032,192
874,2,66,28032,384
874,3,62,28032,192
874,4,50,28032,576
874,1,69,28224,192
874,3,61,28224,192
874,1,68,28416,192
874,2,64,28416,384
874,3,59,28416,384
874,1,64,28608,192
874,4,49,28608,192
874,1,69,28800,960
874,2,62,28800,192
874,3,57,28800,192
874,4,54,28800,192
874,2,61,28992,192
874,3,56,28992,192
874,4,52,28992,192
874,2,59,29184,192
874,3,54,29184,384
874,4,50,29184,384
874,2,61,29376,192
874,2,62,29568,576
874,3,52,29568,768
874,4,52,29568,384
874,1,68,29760,192
874,1,69,29952,960
874,4,45,29952,384
874,2,61,30144,192
874,2,66,30336,192
874,2,64,30528,192
874,4,42,30528,192
874,2,63,30720,384
874,4,47,30720,384
874,1,66,30912,192
874,3,59,30912,192
874,1,71,31104,192
874,3,59,31104,192
874,1,69,31296,192
874,3,59,31296,192
874,1,67,31488,384
874,3,52,31488,384
874,2,59,31680,192
874,4,50,31680,192
874,2,64,31872,192
874,3,55,31872,576
874,4,49,31872,192
874,2,62,32064,192
874,4,47,32064,192
874,2,61,32256,192
874,4,46,32256,384
874,1,78,32448,192
874,3,49,32448,192
874,1,78,32640,192
874,3,54,32640,192
874,1,78,32832,192
874,3,52,32832,192
874,4,46,32832,192
874,1,71,33024,384
874,3,51,33024,192
874,4,45,33024,384
874,2,71,33216,192
874,3,53,33216,96
874,3,54,33312,96
874,1,74,33408,576
874,2,71,33408,192
874,3,53,33408,384
874,2,71,33600,192
